Manual Page,Examined
file.9,no
fork1.9,no
getdevvp.9,no
getnewvnode.9,no
getsn.9,no
hardclock.9,no
hashinit.9,no
hook_establish.9,no
hz.9,no
idgen32.9,no
ieee80211.9,no
ieee80211_crypto.9,no
ieee80211_input.9,no
ieee80211_ioctl.9,no
ieee80211_node.9,no
ieee80211_output.9,no
ieee80211_proto.9,no
ieee80211_radiotap.9,no
if_addrhook_add.9,no
if_get.9,no
if_rxr_init.9,no
ifiq_input.9,no
ifq_deq_begin.9,no
ifq_enqueue.9,no
iic.9,no
imax.9,no
inittodr.9,no
intr_barrier.9,no
intrmap_create.9,no
intro.9,no
kcov_remote_register.9,no
km_alloc.9,no
knote.9,no
kstat_create.9,no
kstat_kv_init.9,no
kthread.9,no
ktrace.9,no
lim_cur.9,no
loadfirmware.9,yes
log.9,yes
malloc.9,no
mbuf.9,no
mbuf_tags.9,no
md5.9,no
membar_sync.9,no
memcmp.9,no
mi_switch.9,no
microtime.9,no
ml_init.9,no
mq_init.9,no
mutex.9,no
namei.9,yes
panic.9,no
pci_conf_read.9,no
pci_intr_map.9,no
pci_mapreg_map.9,no
physio.9,no
pmap.9,yes
pool.9,no
pool_cache_init.9,no
ppsratecheck.9,no
printf.9,no
psignal.9,no
radio.9,no
rasops.9,no
ratecheck.9,no
refcnt_init.9,no
resettodr.9,no
route.9,no
rssadapt.9,no
rt_ifa_add.9,no
rt_timer_add.9,no
rtable_add.9,no
rtable_walk.9,no
rtalloc.9,no
rtlabel_id2name.9,no
rtrequest.9,no
rwlock.9,no
sensor_attach.9,no
sigio_init.9,no
smr_call.9,no
socreate.9,no
sosplice.9,no
spl.9,no
srp_enter.9,no
srpl_rc_init.9,no
startuphook_establish.9,no
stoeplitz_to_key.9,no
strcmp.9,no
style.9,no
syscall.9,yes
sysctl_int.9,no
task_add.9,no
tc_init.9,no
tfind.9,yes
thread_fork.9,no
timeout.9,no
tsleep.9,no
tvtohz.9,no
uiomove.9,no
usb_add_task.9,no
usbd_close_pipe.9,no
usbd_open_pipe.9,no
usbd_ref_wait.9,no
usbd_transfer.9,no
uvm_fault.9,no
uvm_init.9,yes
uvm_km_alloc.9,no
uvm_map.9,no
uvm_pagealloc.9,no
uvm_vslock.9,yes
uvn_attach.9,no
vaccess.9,no
vclean.9,no
vcount.9,no
vdevgone.9,no
vfinddev.9,no
vflush.9,no
vflushbuf.9,no
vfs.9,no
vfs_busy.9,no
vfs_cache.9,yes
vget.9,no
vgone.9,no
vhold.9,no
vinvalbuf.9,no
vnode.9,no
vnsubr.9,no
vput.9,no
vrecycle.9,no
vref.9,no
vrele.9,no
vwaitforio.9,no
vwakeup.9,no
wdog_register.9,no
wsfont_init.9,no
